#Variables:
#tasmax_CCSM4_historical(K):Daily Maximum Near-Surface Air Temperature
"#Data Extracted for Average over Grid Cell w/ center: 37.3438 Latitude, -79.8438 Longitude (closest value to Latitude:37.3145, Longitude:-79.8181) "
#Original Data File(s):
#macav2livneh_tasmax_CCSM4_r6i1p1_historical_1950_2005_CONUS_daily_aggregated.nc#fillmismatch 
#===============================================
"yyyy-mm-dd,tasmax_CCSM4_historical(K)"
1973-06-08,297.888153
1973-06-09,293.878662
1973-06-10,298.296783
1973-06-11,297.479401
1973-06-12,302.494507
1973-06-13,301.363708
1973-06-14,303.248810
1973-06-15,299.229523
1973-06-16,302.640869
1973-06-17,305.686462
1973-06-18,302.956818
1973-06-19,299.566559
1973-06-20,297.796906
1973-06-21,299.278137
1973-06-22,300.407349
1973-06-23,298.447021
1973-06-24,305.184753
1973-06-25,304.901367
1973-06-26,303.678925
1973-06-27,303.754791
1973-06-28,304.526367
1973-06-29,300.862000
1973-06-30,303.215546
1973-07-01,302.573517
1973-07-02,303.140656
1973-07-03,302.504852
1973-07-04,301.766693
1973-07-05,302.340118
1973-07-06,304.208557
1973-07-07,302.124908
1973-07-08,300.991516
1973-07-09,305.796356
1973-07-10,305.039368
1973-07-11,304.626801
1973-07-12,305.019958
1973-07-13,307.153320
1973-07-14,306.374237
1973-07-15,305.464478
1973-07-16,304.215057
1973-07-17,300.162445
1973-07-18,298.650513
1973-07-19,303.419250
1973-07-20,306.405334
1973-07-21,305.612091
1973-07-22,304.797058
1973-07-23,309.495361
1973-07-24,302.301819
1973-07-25,304.704193
1973-07-26,305.554657
1973-07-27,302.843445
1973-07-28,302.408966
1973-07-29,303.454620
1973-07-30,303.811462
1973-07-31,303.981842
1973-08-01,302.968201
1973-08-02,304.050476
1973-08-03,303.856873
1973-08-04,304.025574
1973-08-05,299.134583
1973-08-06,301.409332
1973-08-07,301.550018
1973-08-08,301.197479
1973-08-09,301.327637
1973-08-10,301.240845
1973-08-11,304.828766
1973-08-12,304.840424
1973-08-13,303.631958
1973-08-14,303.483612
1973-08-15,301.116577
1973-08-16,302.154907
1973-08-17,303.986511
1973-08-18,305.122528
1973-08-19,298.619354
1973-08-20,299.868011
1973-08-21,300.813385
1973-08-22,299.721924
1973-08-23,300.660797
1973-08-24,302.835114
1973-08-25,305.188721
1973-08-26,306.535248
1973-08-27,305.118835
1973-08-28,302.211609
1973-08-29,301.278015
1973-08-30,296.363312
1973-08-31,301.177826
1973-09-01,304.006805
1973-09-02,302.147827
1973-09-03,298.540558
1973-09-04,296.985260
1973-09-05,298.924408
1973-09-06,300.326477
1973-09-07,301.914368
1973-09-08,301.885193
1973-09-09,303.744324
1973-09-10,302.631927
1973-09-11,293.780762
1973-09-12,297.100555
1973-09-13,297.077087
1973-09-14,298.579895
1973-09-15,300.243011
1973-09-16,291.687378
1973-09-17,294.116913
1973-09-18,294.584839
1973-09-19,294.229279
1973-09-20,290.286224
1973-09-21,295.163544
1973-09-22,296.308105
1973-09-23,295.181732
1973-09-24,290.411102
1973-09-25,292.664276
1973-09-26,295.105591
1973-09-27,294.834930
1973-09-28,298.440979
1973-09-29,296.001465
1973-09-30,299.283752
1973-10-01,292.717285
1973-10-02,288.987488
1973-10-03,288.825806
1973-10-04,289.211792
1973-10-05,283.153259
1973-10-06,286.862122
1973-10-07,290.548981
1973-10-08,292.877716
1973-10-09,294.825806
1973-10-10,296.626556
1973-10-11,292.188049
1973-10-12,289.246216
1973-10-13,280.599518
1973-10-14,288.946075
1973-10-15,292.768463
1973-10-16,295.316650
1973-10-17,292.518524
1973-10-18,289.415833
1973-10-19,283.877319
1973-10-20,287.128784
1973-10-21,289.445312
1973-10-22,282.551147
1973-10-23,283.150024
1973-10-24,285.741913
1973-10-25,289.362030
1973-10-26,296.382812
1973-10-27,295.531708
1973-10-28,293.797943
1973-10-29,288.659729
1973-10-30,287.249908
1973-10-31,288.174164
1973-11-01,293.989624
1973-11-02,294.785583
1973-11-03,291.079132
1973-11-04,285.495270
1973-11-05,281.348602
1973-11-06,290.246033
1973-11-07,288.954803
1973-11-08,287.916565
1973-11-09,293.554840
1973-11-10,283.314178
1973-11-11,285.876099
1973-11-12,292.168579
1973-11-13,285.685791
1973-11-14,284.376709
1973-11-15,279.797729
1973-11-16,277.663330
1973-11-17,281.116486
1973-11-18,285.810272
1973-11-19,285.302399
1973-11-20,285.208069
1973-11-21,286.817352
1973-11-22,280.330719
1973-11-23,282.063721
1973-11-24,285.349213
1973-11-25,286.828400
1973-11-26,288.230560
1973-11-27,281.222260
1973-11-28,276.084747
1973-11-29,278.593597
1973-11-30,277.056976
1973-12-01,289.256622
1973-12-02,296.596130
1973-12-03,294.204285
1973-12-04,294.971588
1973-12-05,292.001495
1973-12-06,292.007050
1973-12-07,281.671936
1973-12-08,274.861481
1973-12-09,281.315857
1973-12-10,294.760468
1973-12-11,288.171356
1973-12-12,277.279205
1973-12-13,274.609711
1973-12-14,280.178497
1973-12-15,274.672638
1973-12-16,276.342743
1973-12-17,277.223419
1973-12-18,280.001373
1973-12-19,290.393188
1973-12-20,287.057983
1973-12-21,288.754333
1973-12-22,277.283173
1973-12-23,272.133881
1973-12-24,271.590057
1973-12-25,279.185974
1973-12-26,284.028687
1973-12-27,286.690216
1973-12-28,287.520142
1973-12-29,282.110962
1973-12-30,276.398010
1973-12-31,276.203125
1974-01-01,277.736572
1974-01-02,274.318176
1974-01-03,276.888641
1974-01-04,277.968719
1974-01-05,278.236084
1974-01-06,283.244080
1974-01-07,277.687439
1974-01-08,276.765289
1974-01-09,279.158051
1974-01-10,282.010956
1974-01-11,287.294037
1974-01-12,281.756439
1974-01-13,285.553223
1974-01-14,276.574310
1974-01-15,274.840820
1974-01-16,283.719757
1974-01-17,276.818542
1974-01-18,275.582581
1974-01-19,270.260040
1974-01-20,275.059418
1974-01-21,273.935394
1974-01-22,278.220703
1974-01-23,278.769409
1974-01-24,273.019623
1974-01-25,279.741058
1974-01-26,283.806152
1974-01-27,282.949524
1974-01-28,277.543335
1974-01-29,275.978760
1974-01-30,281.619324
1974-01-31,276.267883
1974-02-01,283.736755
1974-02-02,285.471008
1974-02-03,277.047699
1974-02-04,277.271088
1974-02-05,281.092926
1974-02-06,278.385925
1974-02-07,279.889191
1974-02-08,285.157684
1974-02-09,279.307098
1974-02-10,276.117981
1974-02-11,279.778351
1974-02-12,277.453064
1974-02-13,275.965088
1974-02-14,278.180023
1974-02-15,284.015533
1974-02-16,285.673523
1974-02-17,285.532043
1974-02-18,289.282928
1974-02-19,283.114471
1974-02-20,284.994019
1974-02-21,290.563538
1974-02-22,288.895172
1974-02-23,289.120270
1974-02-24,292.672485
1974-02-25,284.332764
1974-02-26,278.011200
1974-02-27,278.928131
1974-02-28,283.382111
1974-03-01,286.538025
1974-03-02,286.257843
1974-03-03,284.013489
1974-03-04,280.433044
1974-03-05,277.826202
1974-03-06,287.983429
1974-03-07,290.559814
1974-03-08,292.004333
1974-03-09,288.040649
1974-03-10,278.801971
1974-03-11,275.077576
1974-03-12,280.192261
1974-03-13,284.600555
1974-03-14,276.139343
1974-03-15,274.275635
1974-03-16,288.543549
1974-03-17,288.548584
1974-03-18,291.027679
1974-03-19,293.919952
1974-03-20,292.689240
1974-03-21,288.710999
1974-03-22,287.335510
1974-03-23,282.895813
1974-03-24,282.254700
1974-03-25,283.124573
1974-03-26,284.225128
1974-03-27,288.985931
1974-03-28,293.185760
1974-03-29,298.320740
1974-03-30,300.757935
1974-03-31,301.436707
1974-04-01,296.516266
1974-04-02,296.807434
1974-04-03,292.442505
1974-04-04,289.878937
1974-04-05,292.665283
1974-04-06,300.500671
1974-04-07,297.174377
1974-04-08,290.904785
1974-04-09,298.752930
1974-04-10,293.023376
1974-04-11,300.765778
1974-04-12,293.964966
1974-04-13,295.923035
1974-04-14,294.595001
1974-04-15,293.147217
1974-04-16,297.945526
1974-04-17,292.194794
1974-04-18,288.356812
1974-04-19,292.686646
1974-04-20,291.155609
1974-04-21,297.302704
1974-04-22,296.791962
1974-04-23,294.239929
1974-04-24,298.482086
1974-04-25,301.166748
1974-04-26,304.601868
1974-04-27,299.632782
1974-04-28,294.949768
1974-04-29,289.419312
1974-04-30,291.458008
1974-05-01,295.510803
1974-05-02,301.225586
1974-05-03,302.077850
1974-05-04,303.581604
1974-05-05,292.743988
1974-05-06,298.361664
1974-05-07,301.371704
1974-05-08,297.576874
1974-05-09,299.675781
1974-05-10,294.298523
1974-05-11,295.295013
1974-05-12,302.183868
1974-05-13,298.123901
1974-05-14,297.531464
1974-05-15,291.566925
1974-05-16,294.000732
1974-05-17,302.266541
1974-05-18,294.508820
1974-05-19,299.604492
1974-05-20,298.786469
1974-05-21,300.386749
1974-05-22,299.102875
1974-05-23,294.383392
1974-05-24,303.696472
1974-05-25,303.928864
1974-05-26,303.288483
1974-05-27,301.771423
1974-05-28,304.278595
1974-05-29,302.640778
1974-05-30,299.980255
1974-05-31,292.463745
1974-06-01,297.216949
1974-06-02,301.149994
1974-06-03,300.471832
1974-06-04,296.981049
1974-06-05,295.645264
1974-06-06,292.009979
1974-06-07,297.125946
1974-06-08,294.283203
1974-06-09,295.083923
1974-06-10,303.145294
1974-06-11,296.127930
1974-06-12,297.067596
1974-06-13,300.869598
1974-06-14,301.025696
1974-06-15,298.375183
1974-06-16,296.820587
1974-06-17,296.252869
1974-06-18,296.304230
1974-06-19,299.917755
1974-06-20,299.730804
1974-06-21,299.239075
1974-06-22,301.940979
1974-06-23,299.363434
1974-06-24,300.155243
1974-06-25,303.570435
1974-06-26,293.619019
1974-06-27,297.571930
1974-06-28,298.320984
1974-06-29,298.775604
1974-06-30,300.211945
1974-07-01,301.948029
1974-07-02,303.271088
1974-07-03,304.383484
1974-07-04,304.435516
1974-07-05,303.281097
1974-07-06,304.976562
1974-07-07,305.337006
1974-07-08,306.063995
1974-07-09,306.407318
1974-07-10,306.427277
1974-07-11,304.638214
1974-07-12,303.954346
1974-07-13,301.368042
1974-07-14,301.559631
1974-07-15,295.790741
1974-07-16,297.905060
1974-07-17,298.444489
1974-07-18,301.064087
1974-07-19,303.071381
1974-07-20,302.473053
1974-07-21,300.665710
1974-07-22,297.760193
1974-07-23,303.798798
1974-07-24,304.850067
1974-07-25,299.792877
1974-07-26,302.318329
1974-07-27,302.128479
1974-07-28,299.689056
1974-07-29,298.135376
1974-07-30,296.286926
1974-07-31,299.895599
1974-08-01,303.257843
1974-08-02,302.973267
1974-08-03,304.455963
1974-08-04,303.681427
1974-08-05,306.292908
1974-08-06,301.694946
1974-08-07,303.634186
1974-08-08,304.695892
1974-08-09,304.600220
1974-08-10,301.723694
1974-08-11,296.856964
1974-08-12,300.092987
1974-08-13,299.563873
1974-08-14,303.079681
1974-08-15,303.302185
1974-08-16,301.520996
1974-08-17,298.601898
1974-08-18,302.008545
1974-08-19,301.194458
1974-08-20,299.800934
1974-08-21,300.798950
1974-08-22,302.140778
1974-08-23,300.539978
1974-08-24,301.631683
1974-08-25,304.087219
1974-08-26,305.360870
1974-08-27,300.493622
1974-08-28,298.590851
1974-08-29,298.102905
1974-08-30,300.148956
1974-08-31,302.286407
1974-09-01,306.216888
1974-09-02,307.133240
1974-09-03,306.807159
1974-09-04,300.776642
1974-09-05,304.695679
1974-09-06,306.485992
1974-09-07,306.498413
1974-09-08,300.537537
1974-09-09,301.967865
1974-09-10,303.834045
1974-09-11,301.738159
1974-09-12,302.409210
1974-09-13,298.854309
1974-09-14,300.231964
1974-09-15,297.832977
1974-09-16,294.562653
1974-09-17,299.510315
1974-09-18,300.991486
1974-09-19,301.155823
1974-09-20,297.543213
1974-09-21,294.085297
1974-09-22,294.922455
1974-09-23,293.911530
1974-09-24,296.102295
1974-09-25,294.887573
1974-09-26,296.645782
1974-09-27,294.559753
1974-09-28,295.073700
1974-09-29,296.147614
1974-09-30,295.696411
1974-10-01,299.692078
1974-10-02,294.634247
1974-10-03,288.083282
1974-10-04,288.333679
1974-10-05,296.334991
1974-10-06,292.340454
1974-10-07,296.333130
1974-10-08,296.946014
1974-10-09,301.273804
1974-10-10,301.102081
1974-10-11,292.155823
1974-10-12,283.833313
1974-10-13,287.207520
1974-10-14,287.517090
1974-10-15,289.126343
1974-10-16,282.616425
1974-10-17,291.796112
1974-10-18,285.395752
1974-10-19,286.545563
1974-10-20,285.444275
1974-10-21,290.209869
1974-10-22,289.905853
1974-10-23,290.763245
1974-10-24,293.524719
1974-10-25,293.432434
1974-10-26,291.834534
1974-10-27,293.202759
1974-10-28,293.432953
1974-10-29,291.840363
1974-10-30,294.273499
1974-10-31,296.125977
1974-11-01,288.712219
1974-11-02,287.751343
1974-11-03,289.161957
1974-11-04,293.943573
1974-11-05,294.515411
1974-11-06,288.574493
1974-11-07,287.167267
1974-11-08,291.281433
1974-11-09,287.838989
1974-11-10,292.473694
1974-11-11,291.130219
1974-11-12,290.591888
1974-11-13,288.820312
1974-11-14,290.817291
1974-11-15,291.138306
1974-11-16,288.013733
1974-11-17,286.070709
1974-11-18,280.645111
1974-11-19,294.282166
1974-11-20,288.965393
1974-11-21,287.373199
1974-11-22,291.711151
1974-11-23,294.271088
1974-11-24,288.942963
1974-11-25,276.136719
1974-11-26,274.643738
1974-11-27,274.049103
1974-11-28,277.498627
1974-11-29,274.271545
1974-11-30,275.599335
1974-12-01,280.500946
1974-12-02,286.992004
1974-12-03,290.137939
1974-12-04,295.023987
1974-12-05,289.911377
1974-12-06,286.540192
1974-12-07,274.205719
1974-12-08,274.657806
1974-12-09,278.072235
1974-12-10,279.919586
1974-12-11,277.430237
1974-12-12,286.812164
1974-12-13,280.400299
1974-12-14,275.831512
1974-12-15,279.413330
1974-12-16,279.148346
1974-12-17,279.082123
1974-12-18,277.124359
1974-12-19,285.781555
1974-12-20,283.640656
1974-12-21,288.928528
1974-12-22,280.768616
1974-12-23,280.533844
1974-12-24,281.544281
1974-12-25,283.849854
1974-12-26,292.468567
1974-12-27,291.565430
1974-12-28,286.599060
1974-12-29,279.090973
1974-12-30,275.328949
1974-12-31,271.868134
1975-01-01,282.610260
1975-01-02,280.480164
1975-01-03,275.338470
1975-01-04,283.765717
1975-01-05,278.778870
1975-01-06,272.168671
1975-01-07,274.293488
1975-01-08,283.020813
1975-01-09,287.277954
1975-01-10,283.532684
1975-01-11,280.651306
1975-01-12,285.446991
1975-01-13,278.418671
1975-01-14,281.078033
1975-01-15,278.458954
1975-01-16,275.922729
1975-01-17,276.123688
1975-01-18,277.378998
1975-01-19,284.813141
1975-01-20,278.489044
1975-01-21,284.613464
1975-01-22,284.627808
1975-01-23,278.724335
1975-01-24,285.038574
1975-01-25,284.040649
1975-01-26,282.553131
1975-01-27,289.799316
1975-01-28,285.869751
1975-01-29,276.623962
1975-01-30,279.097748
1975-01-31,277.376678
1975-02-01,282.125854
1975-02-02,280.524384
1975-02-03,283.006317
1975-02-04,283.706055
1975-02-05,283.887726
1975-02-06,281.308380
1975-02-07,278.951050
1975-02-08,282.275879
1975-02-09,282.095520
1975-02-10,281.356903
1975-02-11,278.500610
1975-02-12,277.530518
1975-02-13,276.918671
1975-02-14,275.862305
1975-02-15,282.552765
1975-02-16,287.265991
1975-02-17,284.013702
1975-02-18,278.316284
1975-02-19,279.248871
1975-02-20,283.756989
1975-02-21,283.728180
1975-02-22,279.674316
1975-02-23,273.476868
1975-02-24,264.285950
1975-02-25,275.389191
1975-02-26,277.814941
1975-02-27,279.407471
1975-02-28,287.915344
1975-03-01,284.890991
1975-03-02,272.936371
1975-03-03,278.189178
1975-03-04,284.852264
1975-03-05,282.525696
1975-03-06,289.230835
1975-03-07,287.962982
1975-03-08,280.646667
1975-03-09,281.779694
1975-03-10,283.546295
1975-03-11,292.413940
1975-03-12,293.201660
1975-03-13,286.895813
1975-03-14,287.078522
1975-03-15,294.649994
1975-03-16,293.578888
1975-03-17,291.533661
1975-03-18,296.173370
1975-03-19,294.440582
1975-03-20,291.693237
1975-03-21,295.165039
1975-03-22,299.105927
1975-03-23,298.569244
1975-03-24,301.987152
1975-03-25,297.966217
1975-03-26,297.354034
1975-03-27,295.294922
1975-03-28,288.206207
1975-03-29,286.100708
1975-03-30,291.549438
1975-03-31,293.491364
1975-04-01,292.406097
1975-04-02,284.582611
1975-04-03,282.654663
1975-04-04,291.039337
1975-04-05,292.913696
1975-04-06,294.885406
1975-04-07,292.649200
1975-04-08,291.989380
1975-04-09,286.696014
1975-04-10,286.089081
1975-04-11,288.748566
1975-04-12,288.680542
1975-04-13,284.075348
1975-04-14,301.202332
1975-04-15,303.091400
1975-04-16,300.557251
1975-04-17,292.347870
1975-04-18,293.905853
1975-04-19,287.564606
1975-04-20,296.148193
1975-04-21,296.668060
1975-04-22,296.743256
1975-04-23,295.020844
1975-04-24,287.404449
1975-04-25,290.607422
1975-04-26,301.102692
1975-04-27,301.798645
1975-04-28,296.134308
1975-04-29,292.154083
1975-04-30,296.660675
1975-05-01,290.379364
1975-05-02,289.266479
1975-05-03,285.304688
1975-05-04,289.744476
1975-05-05,297.645782
1975-05-06,297.557251
1975-05-07,300.447815
1975-05-08,299.439819
1975-05-09,296.298462
1975-05-10,300.145660
1975-05-11,292.356354
1975-05-12,291.757233
1975-05-13,287.477478
1975-05-14,295.186005
1975-05-15,288.384491
1975-05-16,288.683105
1975-05-17,292.697479
1975-05-18,287.204010
1975-05-19,293.252441
1975-05-20,296.440857
1975-05-21,293.087891
1975-05-22,287.602966
1975-05-23,293.438599
1975-05-24,299.471436
1975-05-25,300.075867
1975-05-26,294.258667
1975-05-27,293.522858
1975-05-28,298.585114
1975-05-29,301.747162
1975-05-30,295.092926
1975-05-31,290.779236
1975-06-01,294.845551
1975-06-02,293.922668
1975-06-03,299.760681
1975-06-04,301.720795
1975-06-05,301.769531
1975-06-06,301.166962
1975-06-07,300.326019
1975-06-08,301.461090
1975-06-09,299.546753
1975-06-10,299.467651
1975-06-11,303.597046
1975-06-12,302.725983
1975-06-13,299.600983
1975-06-14,304.972839
1975-06-15,302.498535
1975-06-16,297.680511
1975-06-17,294.081360
1975-06-18,298.073944
1975-06-19,298.556915
1975-06-20,299.822205
1975-06-21,297.800873
1975-06-22,299.600342
1975-06-23,294.684998
1975-06-24,303.635437
1975-06-25,306.396698
1975-06-26,304.548492
1975-06-27,300.507202
1975-06-28,304.080505
1975-06-29,303.761627
1975-06-30,301.862152
1975-07-01,300.436188
1975-07-02,295.083801
1975-07-03,297.329834
1975-07-04,299.314148
1975-07-05,298.180054
1975-07-06,294.811340
1975-07-07,298.153503
1975-07-08,301.264130
1975-07-09,297.430756
1975-07-10,295.782013
1975-07-11,302.419434
1975-07-12,301.606354
1975-07-13,299.399872
1975-07-14,301.708344
1975-07-15,306.240662
1975-07-16,303.796021
1975-07-17,303.561462
1975-07-18,305.435486
1975-07-19,306.666809
1975-07-20,305.335541
1975-07-21,300.191650
1975-07-22,299.234955
1975-07-23,303.877502
1975-07-24,303.997345
1975-07-25,304.436096
1975-07-26,304.591797
1975-07-27,303.967865
1975-07-28,300.287903
1975-07-29,301.632233
1975-07-30,296.944885
1975-07-31,298.167023
1975-08-01,299.588135
1975-08-02,299.231964
1975-08-03,295.686920
1975-08-04,297.585175
1975-08-05,300.454498
1975-08-06,294.950348
1975-08-07,298.562195
1975-08-08,299.689789
1975-08-09,301.859222
1975-08-10,302.566711
1975-08-11,302.706696
1975-08-12,301.855560
1975-08-13,301.777771
1975-08-14,302.770996
1975-08-15,301.833252
1975-08-16,304.396790
1975-08-17,299.465607
1975-08-18,296.337463
1975-08-19,296.785309
1975-08-20,299.082672
1975-08-21,298.327301
1975-08-22,299.511688
1975-08-23,300.345795
1975-08-24,301.200012
1975-08-25,302.006683
1975-08-26,301.080017
1975-08-27,300.998596
1975-08-28,300.928894
1975-08-29,299.999359
1975-08-30,300.058563
1975-08-31,302.254303
1975-09-01,302.259857
1975-09-02,305.157043
1975-09-03,304.269501
1975-09-04,301.699066
1975-09-05,299.633911
1975-09-06,299.682617
1975-09-07,301.237915
1975-09-08,302.191772
1975-09-09,300.378052
1975-09-10,295.040558
1975-09-11,300.140686
1975-09-12,298.366394
1975-09-13,299.133911
1975-09-14,298.882294
1975-09-15,298.039825
1975-09-16,291.655762
1975-09-17,296.160889
1975-09-18,299.276154
1975-09-19,302.194031
1975-09-20,306.088745
1975-09-21,303.758331
1975-09-22,305.496826
1975-09-23,304.133881
1975-09-24,302.754730
1975-09-25,300.009766
1975-09-26,301.650787
1975-09-27,298.323273
1975-09-28,300.644257
1975-09-29,294.170258
1975-09-30,293.364197
1975-10-01,292.989868
1975-10-02,292.102570
1975-10-03,292.446259
1975-10-04,292.293915
1975-10-05,295.882507
1975-10-06,297.452698
1975-10-07,288.337372
1975-10-08,290.853851
1975-10-09,294.741699
1975-10-10,298.190308
1975-10-11,294.967499
1975-10-12,290.833649
1975-10-13,292.314697
1975-10-14,293.163757
1975-10-15,293.236267
1975-10-16,295.473206
1975-10-17,295.861908
1975-10-18,295.870209
1975-10-19,296.409851
1975-10-20,296.295868
1975-10-21,292.501770
1975-10-22,290.592133
1975-10-23,295.194946
1975-10-24,292.213928
1975-10-25,293.712280
1975-10-26,292.734436
1975-10-27,286.735138
1975-10-28,289.490082
1975-10-29,287.987152
1975-10-30,295.801392
1975-10-31,299.672302
1975-11-01,301.368896
1975-11-02,295.035858
1975-11-03,294.918335
1975-11-04,291.721375
1975-11-05,290.518768
1975-11-06,293.619293
1975-11-07,288.166321
1975-11-08,280.181213
1975-11-09,281.940247
1975-11-10,282.492035
1975-11-11,278.660034
1975-11-12,281.883514
1975-11-13,289.402161
1975-11-14,279.115265
1975-11-15,280.950226
1975-11-16,289.052124
1975-11-17,288.825836
1975-11-18,285.306091
1975-11-19,286.968689
1975-11-20,288.290131
1975-11-21,291.058502
1975-11-22,288.422852
1975-11-23,284.427094
1975-11-24,288.618256
1975-11-25,291.705353
1975-11-26,288.655029
1975-11-27,288.460571
1975-11-28,289.809814
1975-11-29,281.653198
1975-11-30,285.826935
1975-12-01,291.055267
1975-12-02,287.940948
1975-12-03,280.122589
1975-12-04,277.252319
1975-12-05,284.785400
1975-12-06,288.145294
1975-12-07,286.833588
1975-12-08,287.722443
1975-12-09,285.893768
1975-12-10,281.648529
1975-12-11,281.198151
1975-12-12,287.083679
1975-12-13,288.276398
1975-12-14,290.662994
1975-12-15,287.255005
1975-12-16,283.459595
1975-12-17,285.721893
1975-12-18,288.823212
1975-12-19,286.649323
1975-12-20,285.624207
1975-12-21,286.143158
1975-12-22,288.545349
1975-12-23,285.749878
1975-12-24,271.716431
1975-12-25,272.227356
1975-12-26,270.347900
1975-12-27,273.537659
1975-12-28,272.781036
1975-12-29,271.887115
1975-12-30,274.913818
1975-12-31,275.540894
1976-01-01,280.606232
1976-01-02,295.238922
1976-01-03,294.097229
1976-01-04,291.964844
1976-01-05,285.604980
1976-01-06,274.984070
1976-01-07,279.680481
1976-01-08,278.101929
1976-01-09,277.567749
1976-01-10,281.901276
1976-01-11,283.148926
1976-01-12,282.398346
1976-01-13,278.298523
1976-01-14,272.814026
1976-01-15,274.338470
1976-01-16,275.322632
1976-01-17,276.156372
1976-01-18,275.376007
1976-01-19,274.640656
1976-01-20,273.940918
1976-01-21,271.747192
1976-01-22,273.911102
1976-01-23,277.138000
1976-01-24,279.551270
1976-01-25,281.717834
1976-01-26,279.228119
1976-01-27,279.961334
1976-01-28,275.804993
1976-01-29,272.641327
1976-01-30,277.401123
1976-01-31,270.184479
1976-02-01,271.001373
1976-02-02,274.913116
1976-02-03,279.070801
1976-02-04,282.377777
1976-02-05,287.400360
1976-02-06,280.867432
1976-02-07,276.656097
1976-02-08,278.978180
1976-02-09,277.151642
1976-02-10,278.756256
1976-02-11,278.174500
1976-02-12,276.406403
1976-02-13,278.490723
1976-02-14,281.293610
1976-02-15,275.118622
1976-02-16,281.463623
1976-02-17,277.399628
1976-02-18,285.587738
1976-02-19,287.738617
1976-02-20,290.241943
1976-02-21,279.822845
1976-02-22,277.067932
1976-02-23,277.189209
1976-02-24,277.948120
1976-02-25,274.016724
1976-02-26,270.359558
1976-02-27,274.643158
1976-02-28,273.916779
1976-02-29,276.202759
1976-03-01,278.488770
1976-03-02,280.063232
1976-03-03,280.197815
1976-03-04,278.259125
1976-03-05,281.629364
1976-03-06,288.559235
1976-03-07,287.518616
1976-03-08,293.480713
1976-03-09,296.086853
1976-03-10,292.849915
1976-03-11,283.171478
1976-03-12,277.192810
1976-03-13,276.014008
1976-03-14,280.697083
1976-03-15,291.894897
1976-03-16,299.996246
1976-03-17,300.174500
1976-03-18,297.955170
1976-03-19,297.701569
1976-03-20,287.152039
1976-03-21,283.537842
1976-03-22,277.190521
1976-03-23,283.576569
1976-03-24,286.900238
1976-03-25,291.184906
1976-03-26,292.911621
1976-03-27,290.457214
1976-03-28,282.144012
1976-03-29,287.096802
1976-03-30,288.785370
1976-03-31,288.497192
1976-04-01,292.901398
1976-04-02,295.598877
1976-04-03,293.983551
1976-04-04,297.584412
1976-04-05,294.816589
1976-04-06,286.935974
1976-04-07,285.390717
1976-04-08,292.265991
1976-04-09,298.535706
1976-04-10,299.139069
1976-04-11,298.344360
1976-04-12,296.002258
1976-04-13,292.102905
1976-04-14,284.964691
1976-04-15,299.430817
1976-04-16,294.005005
1976-04-17,286.114563
1976-04-18,287.834442
1976-04-19,287.856567
1976-04-20,288.011047
1976-04-21,286.966370
1976-04-22,292.259369
1976-04-23,294.550476
1976-04-24,301.606293
1976-04-25,291.089630
1976-04-26,296.475342
1976-04-27,293.340820
1976-04-28,288.351288
1976-04-29,284.567596
1976-04-30,294.695404
1976-05-01,291.933167
1976-05-02,290.136536
1976-05-03,295.384369
1976-05-04,286.537720
1976-05-05,286.207672
1976-05-06,288.253845
1976-05-07,288.242767
1976-05-08,288.949646
1976-05-09,290.514679
1976-05-10,292.140839
1976-05-11,292.095520
1976-05-12,295.888855
1976-05-13,293.312561
1976-05-14,291.681702
1976-05-15,299.641357
1976-05-16,297.380981
1976-05-17,300.231293
1976-05-18,300.403625
1976-05-19,295.774323
1976-05-20,299.517853
1976-05-21,293.166382
1976-05-22,294.418060
1976-05-23,293.627655
1976-05-24,297.850983
1976-05-25,297.350189
1976-05-26,298.876495
1976-05-27,299.413391
1976-05-28,304.593689
1976-05-29,300.323547
1976-05-30,293.054535
1976-05-31,295.799316
1976-06-01,297.369049
1976-06-02,301.590820
1976-06-03,304.791504
1976-06-04,304.294586
1976-06-05,298.259430
1976-06-06,300.291382
1976-06-07,298.949493
1976-06-08,296.880341
1976-06-09,298.955017
1976-06-10,300.153320
1976-06-11,299.887329
1976-06-12,304.037231
1976-06-13,306.822235
1976-06-14,304.817291
1976-06-15,301.961090
1976-06-16,299.066803
1976-06-17,301.603516
1976-06-18,300.433472
1976-06-19,294.021790
1976-06-20,297.702911
1976-06-21,292.723450
1976-06-22,299.172089
1976-06-23,300.900848
1976-06-24,298.150299
1976-06-25,302.715393
1976-06-26,302.763519
1976-06-27,303.146423
1976-06-28,301.625458
1976-06-29,301.520905
1976-06-30,304.314575
1976-07-01,306.160675
1976-07-02,307.229675
1976-07-03,304.229950
1976-07-04,304.052704
1976-07-05,303.017761
1976-07-06,304.844727
1976-07-07,303.570221
1976-07-08,304.018219
1976-07-09,302.863068
1976-07-10,298.324310
1976-07-11,304.885712
1976-07-12,306.106171
1976-07-13,303.700500
1976-07-14,305.840424
1976-07-15,304.210632
1976-07-16,303.110809
1976-07-17,307.005707
1976-07-18,306.696808
1976-07-19,300.173523
1976-07-20,293.338226
1976-07-21,293.869720
1976-07-22,300.498535
1976-07-23,303.708069
1976-07-24,302.826355
1976-07-25,303.406616
1976-07-26,304.990906
1976-07-27,302.833771
1976-07-28,304.505127
1976-07-29,306.094818
